date,year,month,day,plant,parameter,stat,value
2025-01-01,2025,1,1,E.L. Smith,Colour (TCU),Avg,
2025-01-01,2025,1,1,E.L. Smith,Colour (TCU),Max,
2025-01-01,2025,1,1,E.L. Smith,Colour (TCU),Min,
2025-01-01,2025,1,1,E.L. Smith,Turbidity (NTU),Avg,
2025-01-01,2025,1,1,E.L. Smith,Turbidity (NTU),Max,
2025-01-01,2025,1,1,E.L. Smith,Turbidity (NTU),Min,
2025-01-01,2025,1,1,E.L. Smith,pH,Avg,
2025-01-01,2025,1,1,E.L. Smith,pH,Max,
2025-01-01,2025,1,1,E.L. Smith,pH,Min,
2025-01-01,2025,1,1,Rosedale,Colour (TCU),Avg,
2025-01-01,2025,1,1,Rosedale,Colour (TCU),Max,
2025-01-01,2025,1,1,Rosedale,Colour (TCU),Min,
2025-01-01,2025,1,1,Rosedale,Turbidity (NTU),Avg,
2025-01-01,2025,1,1,Rosedale,Turbidity (NTU),Max,
2025-01-01,2025,1,1,Rosedale,Turbidity (NTU),Min,
2025-01-01,2025,1,1,Rosedale,pH,Avg,
2025-01-01,2025,1,1,Rosedale,pH,Max,
2025-01-01,2025,1,1,Rosedale,pH,Min,
2025-01-01,2025,1,1,Unknown,Turbidity (NTU),Max,
2025-01-01,2025,1,1,Unknown,Turbidity (NTU),Min,
2025-01-04,2025,1,4,E.L. Smith,Colour (TCU),Avg,
2025-01-04,2025,1,4,E.L. Smith,Colour (TCU),Max,
2025-01-04,2025,1,4,E.L. Smith,Colour (TCU),Min,
2025-01-04,2025,1,4,E.L. Smith,Turbidity (NTU),Avg,
2025-01-04,2025,1,4,E.L. Smith,Turbidity (NTU),Max,
2025-01-04,2025,1,4,E.L. Smith,Turbidity (NTU),Min,
2025-01-04,2025,1,4,E.L. Smith,pH,Avg,
2025-01-04,2025,1,4,E.L. Smith,pH,Max,
2025-01-04,2025,1,4,E.L. Smith,pH,Min,
2025-01-04,2025,1,4,Rosedale,Colour (TCU),Avg,
2025-01-04,2025,1,4,Rosedale,Colour (TCU),Max,
2025-01-04,2025,1,4,Rosedale,Colour (TCU),Min,
2025-01-04,2025,1,4,Rosedale,Turbidity (NTU),Avg,
2025-01-04,2025,1,4,Rosedale,Turbidity (NTU),Max,
2025-01-04,2025,1,4,Rosedale,Turbidity (NTU),Min,
2025-01-04,2025,1,4,Rosedale,pH,Avg,
2025-01-04,2025,1,4,Rosedale,pH,Max,
2025-01-04,2025,1,4,Rosedale,pH,Min,
2025-01-04,2025,1,4,Unknown,Turbidity (NTU),Max,
2025-01-04,2025,1,4,Unknown,Turbidity (NTU),Min,
2025-01-07,2025,1,7,E.L. Smith,Colour (TCU),Avg,
2025-01-07,2025,1,7,E.L. Smith,Colour (TCU),Max,
2025-01-07,2025,1,7,E.L. Smith,Colour (TCU),Min,
2025-01-07,2025,1,7,E.L. Smith,Turbidity (NTU),Avg,
2025-01-07,2025,1,7,E.L. Smith,Turbidity (NTU),Max,
2025-01-07,2025,1,7,E.L. Smith,Turbidity (NTU),Min,
2025-01-07,2025,1,7,E.L. Smith,pH,Avg,
2025-01-07,2025,1,7,E.L. Smith,pH,Max,
2025-01-07,2025,1,7,E.L. Smith,pH,Min,
2025-01-07,2025,1,7,Rosedale,Colour (TCU),Avg,
2025-01-07,2025,1,7,Rosedale,Colour (TCU),Max,
2025-01-07,2025,1,7,Rosedale,Colour (TCU),Min,
2025-01-07,2025,1,7,Rosedale,Turbidity (NTU),Avg,
2025-01-07,2025,1,7,Rosedale,Turbidity (NTU),Max,
2025-01-07,2025,1,7,Rosedale,Turbidity (NTU),Min,
2025-01-07,2025,1,7,Rosedale,pH,Avg,
2025-01-07,2025,1,7,Rosedale,pH,Max,
2025-01-07,2025,1,7,Rosedale,pH,Min,
2025-01-07,2025,1,7,Unknown,Turbidity (NTU),Max,
2025-01-07,2025,1,7,Unknown,Turbidity (NTU),Min,
2025-01-10,2025,1,10,E.L. Smith,Colour (TCU),Avg,
2025-01-10,2025,1,10,E.L. Smith,Colour (TCU),Max,
2025-01-10,2025,1,10,E.L. Smith,Colour (TCU),Min,
2025-01-10,2025,1,10,E.L. Smith,Turbidity (NTU),Avg,
2025-01-10,2025,1,10,E.L. Smith,Turbidity (NTU),Max,
2025-01-10,2025,1,10,E.L. Smith,Turbidity (NTU),Min,
2025-01-10,2025,1,10,E.L. Smith,pH,Avg,
2025-01-10,2025,1,10,E.L. Smith,pH,Max,
2025-01-10,2025,1,10,E.L. Smith,pH,Min,
2025-01-10,2025,1,10,Rosedale,Colour (TCU),Avg,
2025-01-10,2025,1,10,Rosedale,Colour (TCU),Max,
2025-01-10,2025,1,10,Rosedale,Colour (TCU),Min,
2025-01-10,2025,1,10,Rosedale,Turbidity (NTU),Avg,
2025-01-10,2025,1,10,Rosedale,Turbidity (NTU),Max,
2025-01-10,2025,1,10,Rosedale,Turbidity (NTU),Min,
2025-01-10,2025,1,10,Rosedale,pH,Avg,
2025-01-10,2025,1,10,Rosedale,pH,Max,
2025-01-10,2025,1,10,Rosedale,pH,Min,
2025-01-10,2025,1,10,Unknown,Turbidity (NTU),Max,
2025-01-10,2025,1,10,Unknown,Turbidity (NTU),Min,
2025-01-13,2025,1,13,E.L. Smith,Colour (TCU),Avg,
2025-01-13,2025,1,13,E.L. Smith,Colour (TCU),Max,
2025-01-13,2025,1,13,E.L. Smith,Colour (TCU),Min,
2025-01-13,2025,1,13,E.L. Smith,Turbidity (NTU),Avg,
2025-01-13,2025,1,13,E.L. Smith,Turbidity (NTU),Max,
2025-01-13,2025,1,13,E.L. Smith,Turbidity (NTU),Min,
2025-01-13,2025,1,13,E.L. Smith,pH,Avg,
2025-01-13,2025,1,13,E.L. Smith,pH,Max,
2025-01-13,2025,1,13,E.L. Smith,pH,Min,
2025-01-13,2025,1,13,Rosedale,Colour (TCU),Avg,
2025-01-13,2025,1,13,Rosedale,Colour (TCU),Max,
2025-01-13,2025,1,13,Rosedale,Colour (TCU),Min,
2025-01-13,2025,1,13,Rosedale,Turbidity (NTU),Avg,
2025-01-13,2025,1,13,Rosedale,Turbidity (NTU),Max,
2025-01-13,2025,1,13,Rosedale,Turbidity (NTU),Min,
2025-01-13,2025,1,13,Rosedale,pH,Avg,
2025-01-13,2025,1,13,Rosedale,pH,Max,
2025-01-13,2025,1,13,Rosedale,pH,Min,
2025-01-13,2025,1,13,Unknown,Turbidity (NTU),Max,
2025-01-13,2025,1,13,Unknown,Turbidity (NTU),Min,
2025-01-16,2025,1,16,E.L. Smith,Colour (TCU),Avg,
2025-01-16,2025,1,16,E.L. Smith,Colour (TCU),Max,
2025-01-16,2025,1,16,E.L. Smith,Colour (TCU),Min,
2025-01-16,2025,1,16,E.L. Smith,Turbidity (NTU),Avg,
2025-01-16,2025,1,16,E.L. Smith,Turbidity (NTU),Max,
2025-01-16,2025,1,16,E.L. Smith,Turbidity (NTU),Min,
2025-01-16,2025,1,16,E.L. Smith,pH,Avg,
2025-01-16,2025,1,16,E.L. Smith,pH,Max,
2025-01-16,2025,1,16,E.L. Smith,pH,Min,
2025-01-16,2025,1,16,Rosedale,Colour (TCU),Avg,
2025-01-16,2025,1,16,Rosedale,Colour (TCU),Max,
2025-01-16,2025,1,16,Rosedale,Colour (TCU),Min,
2025-01-16,2025,1,16,Rosedale,Turbidity (NTU),Avg,
2025-01-16,2025,1,16,Rosedale,Turbidity (NTU),Max,
2025-01-16,2025,1,16,Rosedale,Turbidity (NTU),Min,
2025-01-16,2025,1,16,Rosedale,pH,Avg,
2025-01-16,2025,1,16,Rosedale,pH,Max,
2025-01-16,2025,1,16,Rosedale,pH,Min,
2025-01-16,2025,1,16,Unknown,Turbidity (NTU),Max,
2025-01-16,2025,1,16,Unknown,Turbidity (NTU),Min,
2025-01-19,2025,1,19,E.L. Smith,Colour (TCU),Avg,
2025-01-19,2025,1,19,E.L. Smith,Colour (TCU),Max,
2025-01-19,2025,1,19,E.L. Smith,Colour (TCU),Min,
2025-01-19,2025,1,19,E.L. Smith,Turbidity (NTU),Avg,
2025-01-19,2025,1,19,E.L. Smith,Turbidity (NTU),Max,
2025-01-19,2025,1,19,E.L. Smith,Turbidity (NTU),Min,
2025-01-19,2025,1,19,E.L. Smith,pH,Avg,
2025-01-19,2025,1,19,E.L. Smith,pH,Max,
2025-01-19,2025,1,19,E.L. Smith,pH,Min,
2025-01-19,2025,1,19,Rosedale,Colour (TCU),Avg,
2025-01-19,2025,1,19,Rosedale,Colour (TCU),Max,
2025-01-19,2025,1,19,Rosedale,Colour (TCU),Min,
2025-01-19,2025,1,19,Rosedale,Turbidity (NTU),Avg,
2025-01-19,2025,1,19,Rosedale,Turbidity (NTU),Max,
2025-01-19,2025,1,19,Rosedale,Turbidity (NTU),Min,
2025-01-19,2025,1,19,Rosedale,pH,Avg,
2025-01-19,2025,1,19,Rosedale,pH,Max,
2025-01-19,2025,1,19,Rosedale,pH,Min,
2025-01-19,2025,1,19,Unknown,Turbidity (NTU),Max,
2025-01-19,2025,1,19,Unknown,Turbidity (NTU),Min,
2025-01-22,2025,1,22,E.L. Smith,Colour (TCU),Avg,
2025-01-22,2025,1,22,E.L. Smith,Colour (TCU),Max,
2025-01-22,2025,1,22,E.L. Smith,Colour (TCU),Min,
2025-01-22,2025,1,22,E.L. Smith,Turbidity (NTU),Avg,
2025-01-22,2025,1,22,E.L. Smith,Turbidity (NTU),Max,
2025-01-22,2025,1,22,E.L. Smith,Turbidity (NTU),Min,
2025-01-22,2025,1,22,E.L. Smith,pH,Avg,
2025-01-22,2025,1,22,E.L. Smith,pH,Max,
2025-01-22,2025,1,22,E.L. Smith,pH,Min,
2025-01-22,2025,1,22,Rosedale,Colour (TCU),Avg,
2025-01-22,2025,1,22,Rosedale,Colour (TCU),Max,
2025-01-22,2025,1,22,Rosedale,Colour (TCU),Min,
2025-01-22,2025,1,22,Rosedale,Turbidity (NTU),Avg,
2025-01-22,2025,1,22,Rosedale,Turbidity (NTU),Max,
2025-01-22,2025,1,22,Rosedale,Turbidity (NTU),Min,
2025-01-22,2025,1,22,Rosedale,pH,Avg,
2025-01-22,2025,1,22,Rosedale,pH,Max,
2025-01-22,2025,1,22,Rosedale,pH,Min,
2025-01-22,2025,1,22,Unknown,Turbidity (NTU),Max,
2025-01-22,2025,1,22,Unknown,Turbidity (NTU),Min,
2025-01-25,2025,1,25,E.L. Smith,Colour (TCU),Avg,
2025-01-25,2025,1,25,E.L. Smith,Colour (TCU),Max,
2025-01-25,2025,1,25,E.L. Smith,Colour (TCU),Min,
2025-01-25,2025,1,25,E.L. Smith,Turbidity (NTU),Avg,
2025-01-25,2025,1,25,E.L. Smith,Turbidity (NTU),Max,
2025-01-25,2025,1,25,E.L. Smith,Turbidity (NTU),Min,
2025-01-25,2025,1,25,E.L. Smith,pH,Avg,
2025-01-25,2025,1,25,E.L. Smith,pH,Max,
2025-01-25,2025,1,25,E.L. Smith,pH,Min,
2025-01-25,2025,1,25,Rosedale,Colour (TCU),Avg,
2025-01-25,2025,1,25,Rosedale,Colour (TCU),Max,
2025-01-25,2025,1,25,Rosedale,Colour (TCU),Min,
2025-01-25,2025,1,25,Rosedale,Turbidity (NTU),Avg,
2025-01-25,2025,1,25,Rosedale,Turbidity (NTU),Max,
2025-01-25,2025,1,25,Rosedale,Turbidity (NTU),Min,
2025-01-25,2025,1,25,Rosedale,pH,Avg,
2025-01-25,2025,1,25,Rosedale,pH,Max,
2025-01-25,2025,1,25,Rosedale,pH,Min,
2025-01-25,2025,1,25,Unknown,Turbidity (NTU),Max,
2025-01-25,2025,1,25,Unknown,Turbidity (NTU),Min,
2025-01-28,2025,1,28,E.L. Smith,Colour (TCU),Avg,
2025-01-28,2025,1,28,E.L. Smith,Colour (TCU),Max,
2025-01-28,2025,1,28,E.L. Smith,Colour (TCU),Min,
2025-01-28,2025,1,28,E.L. Smith,Turbidity (NTU),Avg,
2025-01-28,2025,1,28,E.L. Smith,Turbidity (NTU),Max,
2025-01-28,2025,1,28,E.L. Smith,Turbidity (NTU),Min,
2025-01-28,2025,1,28,E.L. Smith,pH,Avg,
2025-01-28,2025,1,28,E.L. Smith,pH,Max,
2025-01-28,2025,1,28,E.L. Smith,pH,Min,
2025-01-28,2025,1,28,Rosedale,Colour (TCU),Avg,
2025-01-28,2025,1,28,Rosedale,Colour (TCU),Max,
2025-01-28,2025,1,28,Rosedale,Colour (TCU),Min,
2025-01-28,2025,1,28,Rosedale,Turbidity (NTU),Avg,
2025-01-28,2025,1,28,Rosedale,Turbidity (NTU),Max,
2025-01-28,2025,1,28,Rosedale,Turbidity (NTU),Min,
2025-01-28,2025,1,28,Rosedale,pH,Avg,
2025-01-28,2025,1,28,Rosedale,pH,Max,
2025-01-28,2025,1,28,Rosedale,pH,Min,
2025-01-28,2025,1,28,Unknown,Turbidity (NTU),Max,
2025-01-28,2025,1,28,Unknown,Turbidity (NTU),Min,
2025-01-31,2025,1,31,E.L. Smith,Colour (TCU),Avg,3.1
2025-01-31,2025,1,31,E.L. Smith,Colour (TCU),Max,2.8
2025-01-31,2025,1,31,E.L. Smith,Colour (TCU),Min,7.9
2025-01-31,2025,1,31,E.L. Smith,Turbidity (NTU),Avg,2.1
2025-01-31,2025,1,31,E.L. Smith,Turbidity (NTU),Max,2.0
2025-01-31,2025,1,31,E.L. Smith,Turbidity (NTU),Min,
2025-01-31,2025,1,31,E.L. Smith,pH,Avg,8.0
2025-01-31,2025,1,31,E.L. Smith,pH,Max,7.9
2025-01-31,2025,1,31,E.L. Smith,pH,Min,2.0
2025-01-31,2025,1,31,Rosedale,Colour (TCU),Avg,3.0
2025-01-31,2025,1,31,Rosedale,Colour (TCU),Max,3.2
2025-01-31,2025,1,31,Rosedale,Colour (TCU),Min,3.0
2025-01-31,2025,1,31,Rosedale,Turbidity (NTU),Avg,2.1
2025-01-31,2025,1,31,Rosedale,Turbidity (NTU),Max,2.3
2025-01-31,2025,1,31,Rosedale,Turbidity (NTU),Min,1.9
2025-01-31,2025,1,31,Rosedale,pH,Avg,8.1
2025-01-31,2025,1,31,Rosedale,pH,Max,8.1
2025-01-31,2025,1,31,Rosedale,pH,Min,8.1
2025-01-31,2025,1,31,Unknown,Turbidity (NTU),Max,
2025-01-31,2025,1,31,Unknown,Turbidity (NTU),Min,3.0
2025-01-01,2025,1,1,E.L. Smith,Colour (TCU),Avg,3.1
2025-01-01,2025,1,1,E.L. Smith,Colour (TCU),Max,2.6
2025-01-01,2025,1,1,E.L. Smith,Colour (TCU),Min,8.1
2025-01-01,2025,1,1,E.L. Smith,Turbidity (NTU),Avg,2.2
2025-01-01,2025,1,1,E.L. Smith,Turbidity (NTU),Max,2.0
2025-01-01,2025,1,1,E.L. Smith,pH,Avg,8.1
2025-01-01,2025,1,1,E.L. Smith,pH,Max,8.1
2025-01-01,2025,1,1,E.L. Smith,pH,Min,2.1
2025-01-01,2025,1,1,Rosedale,Colour (TCU),Avg,2.5
2025-01-01,2025,1,1,Rosedale,Colour (TCU),Max,2.8
2025-01-01,2025,1,1,Rosedale,Colour (TCU),Min,2.1
2025-01-01,2025,1,1,Rosedale,Turbidity (NTU),Avg,2.2
2025-01-01,2025,1,1,Rosedale,Turbidity (NTU),Max,2.7
2025-01-01,2025,1,1,Rosedale,Turbidity (NTU),Min,2.1
2025-01-01,2025,1,1,Rosedale,pH,Avg,8.1
2025-01-01,2025,1,1,Rosedale,pH,Max,8.1
2025-01-01,2025,1,1,Rosedale,pH,Min,8.1
2025-01-02,2025,1,2,E.L. Smith,Colour (TCU),Avg,3.1
2025-01-02,2025,1,2,E.L. Smith,Colour (TCU),Max,2.5
2025-01-02,2025,1,2,E.L. Smith,Colour (TCU),Min,8.1
2025-01-02,2025,1,2,E.L. Smith,Turbidity (NTU),Avg,2.2
2025-01-02,2025,1,2,E.L. Smith,Turbidity (NTU),Max,1.9
2025-01-02,2025,1,2,E.L. Smith,Turbidity (NTU),Min,
2025-01-02,2025,1,2,E.L. Smith,pH,Avg,8.1
2025-01-02,2025,1,2,E.L. Smith,pH,Max,8.1
2025-01-02,2025,1,2,E.L. Smith,pH,Min,2.1
2025-01-02,2025,1,2,Rosedale,Colour (TCU),Avg,2.7
2025-01-02,2025,1,2,Rosedale,Colour (TCU),Max,2.8
2025-01-02,2025,1,2,Rosedale,Colour (TCU),Min,2.6
2025-01-02,2025,1,2,Rosedale,Turbidity (NTU),Avg,2.5
2025-01-02,2025,1,2,Rosedale,Turbidity (NTU),Max,2.7
2025-01-02,2025,1,2,Rosedale,Turbidity (NTU),Min,2.3
2025-01-02,2025,1,2,Rosedale,pH,Avg,8.1
2025-01-02,2025,1,2,Rosedale,pH,Max,8.1
2025-01-02,2025,1,2,Rosedale,pH,Min,8.1
2025-01-03,2025,1,3,E.L. Smith,Colour (TCU),Avg,2.9
2025-01-03,2025,1,3,E.L. Smith,Colour (TCU),Max,2.5
2025-01-03,2025,1,3,E.L. Smith,Colour (TCU),Min,8.1
2025-01-03,2025,1,3,E.L. Smith,Turbidity (NTU),Avg,2.3
2025-01-03,2025,1,3,E.L. Smith,Turbidity (NTU),Max,2.0
2025-01-03,2025,1,3,E.L. Smith,Turbidity (NTU),Min,
2025-01-03,2025,1,3,E.L. Smith,pH,Avg,8.1
2025-01-03,2025,1,3,E.L. Smith,pH,Max,8.0
2025-01-03,2025,1,3,E.L. Smith,pH,Min,2.1
2025-01-03,2025,1,3,Rosedale,Colour (TCU),Avg,2.4
2025-01-03,2025,1,3,Rosedale,Colour (TCU),Max,2.8
2025-01-03,2025,1,3,Rosedale,Colour (TCU),Min,2.1
2025-01-03,2025,1,3,Rosedale,Turbidity (NTU),Avg,2.3
2025-01-03,2025,1,3,Rosedale,Turbidity (NTU),Max,2.4
2025-01-03,2025,1,3,Rosedale,Turbidity (NTU),Min,2.3
2025-01-03,2025,1,3,Rosedale,pH,Avg,8.1
2025-01-03,2025,1,3,Rosedale,pH,Max,8.1
2025-01-03,2025,1,3,Rosedale,pH,Min,8.0
2025-01-04,2025,1,4,E.L. Smith,Colour (TCU),Avg,2.6
2025-01-04,2025,1,4,E.L. Smith,Colour (TCU),Max,1.9
2025-01-04,2025,1,4,E.L. Smith,Colour (TCU),Min,8.1
2025-01-04,2025,1,4,E.L. Smith,Turbidity (NTU),Avg,2.0
2025-01-04,2025,1,4,E.L. Smith,Turbidity (NTU),Max,1.9
2025-01-04,2025,1,4,E.L. Smith,pH,Avg,8.1
2025-01-04,2025,1,4,E.L. Smith,pH,Max,8.0
2025-01-04,2025,1,4,E.L. Smith,pH,Min,2.0
2025-01-04,2025,1,4,Rosedale,Colour (TCU),Avg,2.7
2025-01-04,2025,1,4,Rosedale,Colour (TCU),Max,2.8
2025-01-04,2025,1,4,Rosedale,Colour (TCU),Min,2.5
2025-01-04,2025,1,4,Rosedale,Turbidity (NTU),Avg,2.2
2025-01-04,2025,1,4,Rosedale,Turbidity (NTU),Max,2.4
2025-01-04,2025,1,4,Rosedale,Turbidity (NTU),Min,2.0
2025-01-04,2025,1,4,Rosedale,pH,Avg,8.0
2025-01-04,2025,1,4,Rosedale,pH,Max,8.1
2025-01-04,2025,1,4,Rosedale,pH,Min,8.0
2025-01-05,2025,1,5,E.L. Smith,Colour (TCU),Avg,3.0
2025-01-05,2025,1,5,E.L. Smith,Colour (TCU),Max,2.4
2025-01-05,2025,1,5,E.L. Smith,Colour (TCU),Min,8.1
2025-01-05,2025,1,5,E.L. Smith,Turbidity (NTU),Avg,2.8
2025-01-05,2025,1,5,E.L. Smith,Turbidity (NTU),Max,1.9
2025-01-05,2025,1,5,E.L. Smith,Turbidity (NTU),Min,
2025-01-05,2025,1,5,E.L. Smith,pH,Avg,8.1
2025-01-05,2025,1,5,E.L. Smith,pH,Max,8.0
2025-01-05,2025,1,5,E.L. Smith,pH,Min,2.1
2025-01-05,2025,1,5,Rosedale,Colour (TCU),Avg,2.6
2025-01-05,2025,1,5,Rosedale,Colour (TCU),Max,2.8
2025-01-05,2025,1,5,Rosedale,Colour (TCU),Min,2.5
2025-01-05,2025,1,5,Rosedale,Turbidity (NTU),Avg,2.1
2025-01-05,2025,1,5,Rosedale,Turbidity (NTU),Max,2.4
2025-01-05,2025,1,5,Rosedale,Turbidity (NTU),Min,2.0
2025-01-05,2025,1,5,Rosedale,pH,Avg,8.1
2025-01-05,2025,1,5,Rosedale,pH,Max,8.1
2025-01-05,2025,1,5,Rosedale,pH,Min,8.0
2025-01-06,2025,1,6,E.L. Smith,Colour (TCU),Avg,3.0
2025-01-06,2025,1,6,E.L. Smith,Colour (TCU),Max,1.9
2025-01-06,2025,1,6,E.L. Smith,Colour (TCU),Min,8.0
2025-01-06,2025,1,6,E.L. Smith,Turbidity (NTU),Avg,2.8
2025-01-06,2025,1,6,E.L. Smith,Turbidity (NTU),Max,2.0
2025-01-06,2025,1,6,E.L. Smith,Turbidity (NTU),Min,
2025-01-06,2025,1,6,E.L. Smith,pH,Avg,8.0
2025-01-06,2025,1,6,E.L. Smith,pH,Max,8.0
2025-01-06,2025,1,6,E.L. Smith,pH,Min,2.2
2025-01-06,2025,1,6,Rosedale,Colour (TCU),Avg,2.5
2025-01-06,2025,1,6,Rosedale,Colour (TCU),Max,2.7
2025-01-06,2025,1,6,Rosedale,Colour (TCU),Min,2.3
2025-01-06,2025,1,6,Rosedale,Turbidity (NTU),Avg,2.2
2025-01-06,2025,1,6,Rosedale,Turbidity (NTU),Max,2.4
2025-01-06,2025,1,6,Rosedale,Turbidity (NTU),Min,2.1
2025-01-06,2025,1,6,Rosedale,pH,Avg,8.1
2025-01-06,2025,1,6,Rosedale,pH,Max,8.1
2025-01-06,2025,1,6,Rosedale,pH,Min,8.0
2025-01-07,2025,1,7,E.L. Smith,Colour (TCU),Avg,2.6
2025-01-07,2025,1,7,E.L. Smith,Colour (TCU),Max,2.1
2025-01-07,2025,1,7,E.L. Smith,Colour (TCU),Min,8.0
2025-01-07,2025,1,7,E.L. Smith,Turbidity (NTU),Avg,2.3
2025-01-07,2025,1,7,E.L. Smith,Turbidity (NTU),Max,2.2
2025-01-07,2025,1,7,E.L. Smith,pH,Avg,8.0
2025-01-07,2025,1,7,E.L. Smith,pH,Max,8.0
2025-01-07,2025,1,7,E.L. Smith,pH,Min,2.2
2025-01-07,2025,1,7,Rosedale,Colour (TCU),Avg,2.3
2025-01-07,2025,1,7,Rosedale,Colour (TCU),Max,2.5
2025-01-07,2025,1,7,Rosedale,Colour (TCU),Min,2.3
2025-01-07,2025,1,7,Rosedale,Turbidity (NTU),Avg,2.4
2025-01-07,2025,1,7,Rosedale,Turbidity (NTU),Max,2.5
2025-01-07,2025,1,7,Rosedale,Turbidity (NTU),Min,2.4
2025-01-07,2025,1,7,Rosedale,pH,Avg,8.1
2025-01-07,2025,1,7,Rosedale,pH,Max,8.1
